날짜,검색량
2023-01,0
2023-02,0
2023-03,0
2023-04,0
2023-05,0
2023-06,0
2023-07,0
2023-08,380
2023-09,20200
2023-10,27400
2023-11,19500
2023-12,23800
2024-01,28500
2024-02,18700
2024-03,26200
2024-04,20500
2024-05,18500
2024-06,17300
2024-07,16500
2024-08,14800
